Name,WH HDG.CAYMAN ISL. 2004 9 1/2% 01/04/11 144A S - GROSS PRICE
26/08/2008,111.1555
27/08/2008,111.2083
28/08/2008,111.2347
29/08/2008,111.2611
1/09/2008,111.2875
2/09/2008,111.3139
3/09/2008,111.393
4/09/2008,111.4194
5/09/2008,111.4458
8/09/2008,111.4722
9/09/2008,111.4986
10/09/2008,111.5778
11/09/2008,111.6041
12/09/2008,111.6305
